"id","title","description","subCatType","subcatImage","srOrder","isActive","isDeleted","createdAt","updatedAt","categoryId","title_ol"
"1000","BEBIDAS QUENTES COM ALCOOL",,NULL,NULL,"3","1","0","2023-12-25 02:41:15","2024-04-13 04:31:32","651","HOT DRINKS WITH ALCOHOL"
"1001","PASTA E RISOTTO",,NULL,NULL,"0","1","0","2023-12-25 02:45:32","2024-04-13 04:31:32","652","Pasta & Risotto"
"1002","PRATOS COM CARNE ",,NULL,NULL,"0","1","0","2023-12-25 02:46:25","2024-04-13 04:31:32","652","Meat"
"1003","PRATOS COM PEIXE ",,NULL,"public/86947381692/subcategory/2023_12_28_4_46-IMG2767.jpeg","0","1","0","2023-12-25 02:46:40","2024-04-13 04:31:32","652","Fish"
"1004","PRATOS COM OVOS ",,NULL,"public/86947381692/subcategory/2023_12_28_4_49-IMG7683.jpeg","0","1","0","2023-12-25 02:47:39","2024-04-13 04:31:32","652","EGG DISHES"
"1005","PRATOS VEGAN ",,NULL,NULL,"0","1","0","2023-12-25 05:13:43","2024-04-13 04:31:32","652","Vegan"
"1006","PIZZAS ",,NULL,NULL,"0","1","1","2023-12-27 03:20:58","2024-04-13 04:31:32","652",NULL
"1007","COCKTAILS ",,NULL,"public/86947381692/subcategory/2023_12_27_2_13-IMG8809.jpeg","0","1","0","2023-12-27 02:13:31","2024-04-13 04:31:32","653","COCKTAILS"
"1008","REFRIGERANTES / SOFT DRINKS ",,NULL,NULL,"0","1","0","2023-12-27 02:14:23","2024-04-13 04:31:32","653","SOFT DRINKS"
"1009","SUMOS & COMPANHIA ",,NULL,NULL,"0","1","0","2023-12-27 02:15:13","2024-04-13 04:31:32","653","Smoothies, juices & Co"
"1010","ÁGUA ",,NULL,NULL,"0","1","0","2023-12-27 02:15:52","2024-04-13 04:31:32","653","Water"
"1011","CERVEJAS ",,NULL,NULL,"0","1","0","2023-12-27 02:16:17","2024-04-13 04:31:32","653","Beers 🍺"
"1012","GIN ",,NULL,"public/86947381692/subcategory/2023_12_28_4_8-IMG8661.jpeg","0","1","0","2023-12-27 02:16:35","2024-04-13 04:31:32","653","Gin"
"1013","RHUM ",,NULL,"public/86947381692/subcategory/2023_12_28_4_2-IMG8662.jpeg","0","1","0","2023-12-27 02:16:54","2024-04-13 04:31:32","653","Rhum"
"1014","LICORES ",,NULL,"public/86947381692/subcategory/2023_12_28_4_3-IMG8668.jpeg","0","1","0","2023-12-27 02:17:23","2024-04-13 04:31:32","653","Liquor"
"1015","VODKA ",,NULL,NULL,"0","0","0","2023-12-27 02:17:44","2024-04-13 04:31:32","653","Vodka"
"1016","CERVEJAS ",,NULL,NULL,"0","1","1","2023-12-27 02:22:25","2024-04-13 04:31:32","653",NULL
"1017","WHISKEY ",,NULL,"public/86947381692/subcategory/2023_12_28_4_3-IMG8658.jpeg","0","1","0","2023-12-27 02:23:27","2024-04-13 04:31:32","653","Whiskey"
"1018","APERITIVO/APERITIF ",,NULL,NULL,"0","1","0","2023-12-27 02:25:40","2024-04-13 04:31:32","653","Aperitif"
"1019","VINHOS LICOROSOS ",,NULL,"public/86947381692/subcategory/2023_12_28_4_6-IMG8664.jpeg","0","1","0","2023-12-27 02:26:43","2024-04-13 04:31:32","653","Liqueur wines"
"1020","SANGRIA",,NULL,NULL,"0","1","0","2023-12-27 03:34:21","2024-04-13 04:31:32","653","Sangria"
"1021","Brandys & cognacs",,NULL,NULL,"0","1","0","2023-12-27 07:50:28","2024-04-13 04:31:32","653","Brandys & cognacs"
"1022","Pizzas 🍕 ",,NULL,NULL,"0","1","0","2023-12-27 06:54:43","2024-04-13 04:31:32","654","Pizza 🍕"
"1023","Pode adicionar Ingredientes extra ",,NULL,NULL,"0","1","0","2023-12-27 07:25:11","2024-04-13 04:31:32","654","Extra item"
"1024","Vinho a copo ",,NULL,NULL,"0","1","0","2023-12-27 03:35:54","2024-04-13 04:31:32","655","1 glass of wine"
"1025","Sangria ",,NULL,NULL,"0","1","0","2023-12-27 03:36:15","2024-04-13 04:31:32","655","Sangria"
"1026","Vinho branco ",,NULL,NULL,"0","1","0","2023-12-27 03:36:40","2024-04-13 04:31:32","655","White wine"
"1027","Vinho tinto ",,NULL,NULL,"0","1","0","2023-12-27 03:36:52","2024-04-13 04:31:32","655","Red wine"
"1028","Vinho rosé",,NULL,NULL,"0","1","0","2023-12-27 03:37:09","2024-04-13 04:31:32","655","Rose wine"
"1029","Vinho verde ",,NULL,NULL,"0","1","0","2023-12-27 03:37:38","2024-04-13 04:31:32","655","Green wine"
"1030","🍾 Espumantes , champagne , Prosecco  🍾 ",,NULL,NULL,"0","1","0","2023-12-27 03:39:50","2024-04-13 04:31:32","655","Champagne 🍾, Prosecco , sparkling wine"
"1031","ENCHILADAS",,NULL,NULL,"0","1","0","2024-04-12 15:05:17","2024-04-14 12:50:20","660",NULL
"1032","CHILAQUILES",,NULL,NULL,"0","1","0","2024-04-12 15:05:33","2024-04-14 12:50:20","660",NULL
"1033","PREPARADOS",,NULL,NULL,"0","1","0","2024-04-12 15:31:48","2024-04-14 12:50:21","664",NULL
"1034","Tequila ",,NULL,NULL,"0","1","0","2024-04-12 10:59:25","2024-04-14 12:50:21","666",NULL
"1035","Mezcal ",,NULL,NULL,"0","1","0","2024-04-12 10:59:38","2024-04-14 12:50:21","666",NULL
"1036","Grilled",,NULL,"public/87984726010/subcategory/2023_12_15_18_44-elchefoZd3n1jD7hkunsplash.jpg","7","1","0","2023-12-10 16:08:11","2024-04-25 05:41:38","677","Grilled"
"1037","Fried",,NULL,"public/87984726010/subcategory/2023_12_15_18_40-leorozaCLMpC9UhyTounsplash.jpg","8","1","0","2023-12-10 16:08:21","2024-04-25 05:41:38","677","Fried"
"1038","Salad",,NULL,"public/87984726010/subcategory/2023_12_15_18_39-alinachernyshevaoj2hBf5TOFMunsplash.jpg","1","1","0","2023-12-10 16:08:32","2024-04-25 05:41:38","677","Salad"
"1039","In curry sauce",,NULL,"public/87984726010/subcategory/2023_12_15_18_37-dragnemariusEdzsUFqHbaYunsplash.jpg","9","1","0","2023-12-10 16:08:48","2024-04-25 05:41:38","677","In curry sauce"
"1040","Burger",,NULL,"public/87984726010/subcategory/2023_12_15_18_37-chadmontanoGFCYhoRe48unsplash.jpg","10","1","0","2023-12-15 18:09:10","2024-04-25 05:41:38","677","Burger"
"1041","Stir Fry Pasta",,NULL,"public/87984726010/subcategory/2023_12_15_18_36-chuttersnapxd0wcpd8GkAunsplash.jpg","11","1","0","2023-12-15 18:16:42","2024-04-25 05:41:39","677","Stir Fry Pasta"
"1042","Stir Fry Noodle",,NULL,"public/87984726010/subcategory/2023_12_15_18_35-krystalngUXzx4Q3yeXounsplash.jpg","12","1","0","2023-12-15 18:18:40","2024-04-25 05:41:39","677","Stir Fry Noodle"
"1043","Pasta",,NULL,"public/87984726010/subcategory/2023_12_15_18_34-sorinpopaXAxvKp0tdwUunsplash1.jpg","13","1","0","2023-12-15 18:23:00","2024-04-25 05:41:39","677","Pasta"
"1044","Desserts",,NULL,"public/87984726010/subcategory/2023_12_15_18_32-noneother1aVdbXWoiMunsplash.jpg","17","1","0","2023-12-15 18:25:48","2024-04-25 05:41:39","677","Desserts"
"1045","Ice Cream",,NULL,"public/87984726010/subcategory/2023_12_15_18_31-canaryicecream.jpg","18","1","0","2023-12-15 18:28:55","2024-04-25 05:41:39","677","Ice Cream"
"1046","Starters and Appetizers",,NULL,"public/87984726010/subcategory/2023_12_15_22_22-calumlewisrPkgYDh2bmounsplash.jpg","5","1","0","2023-12-15 21:04:11","2024-04-25 05:41:39","677","Starters and Appetizers"
"1047","Swahili food",,NULL,"public/87984726010/subcategory/2023_12_15_22_23-swahili.jpg","14","1","0","2023-12-15 21:08:06","2024-04-25 05:41:39","677","Swahili food"
"1048","Pizza",,NULL,"public/87984726010/subcategory/2023_12_15_22_24-aurelienlemassontheobaldx00CzBt4Dfkunsplash.jpg","15","1","0","2023-12-15 21:18:10","2024-04-25 05:41:39","677","Pizza"
"1049","Snacks",,NULL,"public/87984726010/subcategory/2023_12_15_22_27-farhadibrahimzade0iHuxGxSnKUunsplash.jpg","6","1","0","2023-12-15 21:22:18","2024-04-25 05:41:39","677","Snacks"
"1050","Wrap",,NULL,"public/87984726010/subcategory/2023_12_15_22_25-maxgrissSpp1G283dowunsplash.jpg","4","1","0","2023-12-15 21:24:48","2024-04-25 05:41:39","677","Wrap"
"1051","Fajita",,NULL,"public/87984726010/subcategory/2023_12_15_22_25-nadineprimeauWYnj4atCRFYunsplash.jpg","16","1","0","2023-12-15 21:31:17","2024-04-25 05:41:39","677","Fajita"
"1052","Soup",,NULL,"public/87984726010/subcategory/2023_12_15_22_20-hannabalanS0aApSK9i18unsplash.jpg","0","1","0","2023-12-15 21:34:38","2024-04-25 05:41:39","677","Soup"
"1053","Kids Corner",,NULL,NULL,"2","1","0","2024-04-04 10:42:49","2024-04-25 05:41:39","677",NULL
"1054","Sandwiches",,NULL,"public/87984726010/subcategory/2024_4_4_10_44-chef2.jpg","3","1","0","2024-04-04 10:43:24","2024-04-25 05:41:39","677",NULL
"1055","Hot Drinks",,NULL,"public/87984726010/subcategory/2023_12_15_22_15-claybankswkd7XBRfU4unsplash.jpg","0","1","0","2023-12-15 21:37:14","2024-04-25 05:41:39","678","Hot Drinks"
"1056","Cold Drinks",,NULL,"public/87984726010/subcategory/2023_12_15_22_16-nicolewilcoxUuDkyYN4BYunsplash.jpg","0","1","0","2023-12-15 21:39:33","2024-04-25 05:41:39","678","Cold Drinks"
"1057","Fresh Juice",,NULL,"public/87984726010/subcategory/2023_12_15_22_16-abhishekhajarekkrXVKKjhgunsplash.jpg","0","1","0","2023-12-15 21:40:28","2024-04-25 05:41:39","678","Fresh Juice"
"1058","Soft Drinks",,NULL,"public/87984726010/subcategory/2023_12_15_22_17-mahbodakhzamiVM6uuMFPIGMunsplash.jpg","0","1","0","2023-12-15 21:43:10","2024-04-25 05:41:39","678","Soft Drinks"
"1059","Milkshake",,NULL,"public/87984726010/subcategory/2023_12_15_22_18-jonathanborba7TeR1A1MUpMunsplash.jpg","0","1","0","2023-12-15 21:46:08","2024-04-25 05:41:39","678","Milkshake"
"1060","Smoothie",,NULL,"public/87984726010/subcategory/2023_12_15_22_19-denistuksar9RmKpWdcun0unsplash.jpg","0","1","0","2023-12-15 21:47:25","2024-04-25 05:41:39","678","Smoothie"
"1061","Polenta Frita",,NULL,NULL,"0","1","1","2023-12-28 11:44:12","2024-04-26 15:47:08","679",NULL
"1062","Bebidas sem álcool",,NULL,NULL,"0","1","1","2023-12-28 12:11:57","2024-04-26 15:47:09","683",NULL
"1063","Bebidas sem álcool",,NULL,NULL,"0","1","0","2023-12-28 12:12:43","2024-04-26 15:47:09","684","Non alcoholic beverages"
"1064","Coquetéis",,NULL,NULL,"0","1","0","2023-12-28 12:12:50","2024-04-26 15:47:09","684","Cocktails"
"1065","Cerveja de pressão",,NULL,NULL,"0","1","0","2023-12-28 12:12:59","2024-04-26 15:47:09","684","Draft beer"
"1066","Cerveja italiana",,NULL,NULL,"0","1","0","2023-12-28 12:13:09","2024-04-26 15:47:09","684","Italian beer"
"1067","Aperitivos",,NULL,NULL,"0","1","0","2023-12-28 12:13:18","2024-04-26 15:47:09","684","Digestives"
"1068","Cafeteria",,NULL,NULL,"0","1","0","2023-12-28 12:13:25","2024-04-26 15:47:09","684","Coffee shop"
"1069","Portugueses Brancos",,NULL,NULL,"1","1","0","2024-01-26 13:45:33","2024-04-26 15:47:09","685",NULL
"1070","Portugueses Tintos",,NULL,NULL,"0","1","0","2024-01-26 13:45:50","2024-04-26 15:47:09","685",NULL
"1071","Portugueses Rose",,NULL,NULL,"2","1","0","2024-01-26 13:46:06","2024-04-26 15:47:09","685",NULL
"1072","Portugueses Verdes & Alvarinho",,NULL,NULL,"3","1","0","2024-01-26 13:46:24","2024-04-26 15:47:09","685",NULL
"1073","Italianos Brancos",,NULL,NULL,"5","1","0","2024-01-26 13:46:36","2024-04-26 15:47:09","685",NULL
"1074","Portugueses Espumantes",,NULL,NULL,"4","1","0","2024-01-26 13:46:48","2024-04-26 15:47:09","685",NULL
"1075","Italianos Tintos",,NULL,NULL,"6","1","0","2024-01-26 13:47:04","2024-04-26 15:47:09","685",NULL
"1076","Italianos Lambrusco",,NULL,NULL,"7","1","0","2024-01-26 13:47:13","2024-04-26 15:47:09","685",NULL
"1077","Italianos Prosecco e Espumantes",,NULL,NULL,"8","1","0","2024-01-26 13:47:28","2024-04-26 15:47:09","685",NULL
"1078","Antipasti",,NULL,NULL,"0","0","0","2024-01-26 17:09:46","2024-04-26 15:47:09","686",NULL
"1079","Pizzas",,NULL,NULL,"0","1","1","2024-01-26 17:09:56","2024-04-26 15:47:09","686",NULL
"1080","Antipasti",,NULL,NULL,"0","1","1","2024-01-26 17:10:18","2024-04-26 15:47:09","686",NULL
"1081","Pizzas",,NULL,NULL,"0","0","0","2024-01-26 17:10:41","2024-04-26 15:47:09","686",NULL
"1082","Massas",,NULL,NULL,"0","0","0","2024-01-26 17:10:49","2024-04-26 15:47:09","686",NULL
"1083","Carnes",,NULL,NULL,"0","0","0","2024-01-26 17:17:44","2024-04-26 15:47:09","686",NULL
"1084","Risottos",,NULL,NULL,"0","1","0","2024-01-26 17:22:32","2024-04-26 15:47:09","686",NULL
"1085","FRANCESINHAS",,NULL,"public/03365223660/subcategory/2024_5_8_19_33-VENDANOVA2545.jpg","1","1","0","2024-04-30 13:04:09","2024-07-03 18:56:26","52","""FRANCESINHAS"""
"1086","GRELHADOS",,NULL,NULL,"0","1","1","2024-05-01 10:37:32","2024-05-01 10:37:53","697",NULL
"1087","GRELHADOS -  carvão 100% ecológico e sem toxinas",,NULL,"public/03365223660/subcategory/2024_5_8_19_31-SHT07724.jpg","2","1","0","2024-05-01 10:38:19","2024-07-10 19:29:35","52","GRILLED - 100% ecological and toxin free charcoal"
"1088","PRATOS DO DIA",,NULL,"public/03365223660/subcategory/2024_5_15_18_58-FOTOCAPAPRTDIA.jpg","0","1","0","2024-05-01 10:38:38","2024-05-23 13:18:20","52","Today's specials"
"1089","SOBREMESAS",,NULL,NULL,"3","1","1","2024-05-01 10:39:08","2024-05-06 13:00:44","52",NULL
"1090","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-05-03 11:21:06","2024-05-03 11:21:06","698","Veg"
"1091","Não vegetariano",NULL,NULL,NULL,NULL,"1","0","2024-05-03 12:19:17","2024-05-03 12:19:17","441","Non Veg"
"1092","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-05-03 14:08:37","2024-05-03 14:08:37","699","Veg"
"1093","Não vegetariano",NULL,NULL,NULL,NULL,"1","0","2024-05-03 14:08:37","2024-05-03 14:08:37","699","Non Veg"
"1094","Não vegetariano",NULL,NULL,NULL,NULL,"1","0","2024-05-03 14:08:37","2024-05-03 14:08:37","700","Non Veg"
"1095","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-05-03 14:08:37","2024-05-03 14:08:37","701","Veg"
"1096","Não vegetariano",NULL,NULL,NULL,NULL,"1","0","2024-05-03 14:08:37","2024-05-03 14:08:37","702","Non Veg"
"1097","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-05-06 12:37:56","2024-05-06 12:37:56","704","Veg"
"1098","TINTOS ",,NULL,NULL,"0","1","0","2024-05-06 14:56:02","2024-07-10 13:52:50","707","RED WINE"
"1099","QUENTES",,NULL,NULL,"0","0","0","2024-05-06 14:56:42","2024-07-09 20:05:52","706",NULL
"1100","FRIOS",,NULL,NULL,"0","1","0","2024-05-06 14:56:56","2024-07-10 14:04:18","706",NULL
"1101","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-05-06 18:00:58","2024-05-06 18:00:58","708","Veg"
"1102","Não vegetariano",NULL,NULL,NULL,NULL,"1","0","2024-05-06 18:00:58","2024-05-06 18:00:58","708","Non Veg"
"1103","Não vegetariano",NULL,NULL,NULL,NULL,"1","0","2024-05-06 18:00:58","2024-05-06 18:00:58","709","Non Veg"
"1104","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-05-06 18:00:58","2024-05-06 18:00:58","710","Veg"
"1105","Não vegetariano",NULL,NULL,NULL,NULL,"1","0","2024-05-06 18:00:58","2024-05-06 18:00:58","711","Non Veg"
"1106","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-05-06 18:02:02","2024-05-06 18:02:02","713","Veg"
"1107","Não vegetariano",NULL,NULL,NULL,NULL,"1","0","2024-05-06 18:02:02","2024-05-06 18:02:02","713","Non Veg"
"1108","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-05-06 18:42:44","2024-05-06 18:42:44","714","Veg"
"1109","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-05-07 04:35:59","2024-05-07 04:35:59","715","Veg"
"1110","SALADAS FRIAS",,NULL,"public/03365223660/subcategory/2024_5_8_19_25-SHT08364.jpg","4","1","0","2024-05-07 10:52:06","2024-07-03 19:00:22","52","OUR SALADS"
"1111","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-05-07 13:07:16","2024-05-07 13:07:16","716","Veg"
"1112","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-05-07 13:07:16","2024-05-07 13:07:16","717","Veg"
"1113","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-05-07 13:12:19","2024-05-07 13:12:19","718","Veg"
"1114","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-05-07 13:12:19","2024-05-07 13:12:19","719","Veg"
"1115","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-05-07 13:14:23","2024-05-07 13:14:23","720","Veg"
"1116","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-05-07 13:14:23","2024-05-07 13:14:23","721","Veg"
"1117","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-05-07 13:15:23","2024-05-07 13:15:23","722","Veg"
"1118","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-05-07 13:15:23","2024-05-07 13:15:23","723","Veg"
"1119","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-05-07 13:16:21","2024-05-07 13:16:21","724","Veg"
"1120","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-05-07 13:16:21","2024-05-07 13:16:21","725","Veg"
"1121","SALADAS",,NULL,NULL,"0","1","1","2024-05-08 19:08:57","2024-05-08 19:09:13","697",NULL
"1122","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-05-09 09:27:22","2024-05-09 09:27:22","730","Veg"
"1123","Não vegetariano",NULL,NULL,NULL,NULL,"1","0","2024-05-09 09:27:22","2024-05-09 09:27:22","730","Non Veg"
"1124","Não vegetariano",NULL,NULL,NULL,NULL,"1","0","2024-05-09 09:27:22","2024-05-09 09:27:22","731","Non Veg"
"1125","Vegetais",NULL,NULL,NULL,NULL,"1","0","2024-05-09 09:27:22","2024-05-09 09:27:22","732","Veg"
"1126","Não vegetariano",NULL,NULL,NULL,NULL,"1","0","2024-05-09 09:27:22","2024-05-09 09:27:22","733","Non Veg"
"1127","Especiais do chefe",,NULL,NULL,"4","1","0","2024-05-10 16:40:25","2024-05-23 16:20:15","13","Chef's specials"
"1128","Carnes",,NULL,NULL,"1","1","0","2024-01-05 19:53:39","2024-05-11 15:34:13","736",NULL
"1129","Peixes",,NULL,NULL,"0","1","0","2024-01-05 19:58:49","2024-05-11 15:34:13","736",NULL
"1130","Especialidades",,NULL,NULL,"2","1","0","2024-01-05 20:16:38","2024-05-11 15:34:13","736",NULL
"1131","PASTA & RISOTTO",,NULL,NULL,"0","1","1","2023-12-25 02:32:33","2024-05-14 05:35:05","747",NULL
"1132","VEGETAIS ",,NULL,NULL,"0","1","0","2023-12-25 02:49:18","2024-05-14 05:35:05","747","VEGETABLES"
"1133","CARNE",,NULL,NULL,"0","1","0","2023-12-25 02:49:31","2024-05-14 05:35:05","747","Meat 🥩"
"1134","DO MAR ",,NULL,NULL,"0","1","0","2023-12-25 02:49:43","2024-05-14 05:35:05","747","Seafood"
"1135","TEX  MEX",,NULL,NULL,"0","1","0","2023-12-25 03:31:07","2024-05-14 05:35:06","747","Tex mex"
"1136","OUTROS EXTRA",,NULL,NULL,"0","1","0","2023-12-25 03:37:10","2024-05-14 05:35:06","747","Other"
"1137","couvert",,NULL,NULL,"0","1","0","2023-12-25 04:05:16","2024-05-14 05:35:06","747","Couvert"
"1138","CREPES ",,NULL,"public/86947381692/subcategory/2023_12_28_4_41-IMG0747.jpeg","0","1","0","2023-12-25 04:28:00","2024-05-14 05:35:06","752","Crepes"
"1139","GELADOS ",,NULL,NULL,"1","1","0","2023-12-25 04:28:19","2024-05-14 05:35:06","752","Ice Cream"
"1140","WAFFLES /GAUFRES",,NULL,"public/86947381692/subcategory/2023_12_28_4_43-IMG7688.jpeg","3","1","0","2023-12-25 04:28:41","2024-05-14 05:35:06","752","Waffles"
"1141","BOLOS ",,NULL,NULL,"2","1","0","2023-12-25 04:28:59","2024-05-14 05:35:06","752","Cakes"
"1142","GELADOS ",,NULL,NULL,"0","1","1","2023-12-25 04:29:11","2024-05-14 05:35:06","752",NULL
"1143","crepes salgados ",,NULL,NULL,"0","1","0","2023-12-25 03:41:20","2024-05-14 05:35:06","753","Salted crepes"
"1144","tostas ",,NULL,NULL,"0","1","0","2023-12-25 03:45:14","2024-05-14 05:35:06","753","toast"
"1145","CAFÉS ",,NULL,"public/86947381692/subcategory/2023_12_28_3_36-IMG8023.jpeg","1","1","0","2023-12-25 02:39:25","2024-05-14 05:35:06","754","Coffee"
"1146","Chocolate quente",,NULL,NULL,"0","1","0","2023-12-25 02:39:41","2024-05-14 05:35:06","754","Hot chocolat"
"1147","CHÁS ",,NULL,"public/86947381692/subcategory/2023_12_28_4_44-IMG8753.jpeg","2","1","0","2023-12-25 02:39:52","2024-05-14 05:35:06","754","Tea"
"1148","BEBIDAS QUENTES COM ALCOOL",,NULL,NULL,"3","1","0","2023-12-25 02:41:15","2024-05-14 05:35:06","754","HOT DRINKS WITH ALCOHOL"
"1149","PASTA E RISOTTO",,NULL,NULL,"0","1","0","2023-12-25 02:45:32","2024-05-14 05:35:06","755","Pasta & Risotto"
"1150","PRATOS COM CARNE ",,NULL,NULL,"0","1","0","2023-12-25 02:46:25","2024-05-14 05:35:06","755","Meat"
"1151","PRATOS COM PEIXE ",,NULL,"public/86947381692/subcategory/2023_12_28_4_46-IMG2767.jpeg","0","1","0","2023-12-25 02:46:40","2024-05-14 05:35:06","755","Fish"
"1152","PRATOS COM OVOS ",,NULL,"public/86947381692/subcategory/2023_12_28_4_49-IMG7683.jpeg","0","1","0","2023-12-25 02:47:39","2024-05-14 05:35:06","755","EGG DISHES"
"1153","PRATOS VEGAN ",,NULL,NULL,"0","1","0","2023-12-25 05:13:43","2024-05-14 05:35:06","755","Vegan"
"1154","PIZZAS ",,NULL,NULL,"0","1","1","2023-12-27 03:20:58","2024-05-14 05:35:06","755",NULL
"1155","COCKTAILS ",,NULL,"public/86947381692/subcategory/2023_12_27_2_13-IMG8809.jpeg","0","1","0","2023-12-27 02:13:31","2024-05-14 05:35:06","756","COCKTAILS"
"1156","REFRIGERANTES / SOFT DRINKS ",,NULL,NULL,"0","1","0","2023-12-27 02:14:23","2024-05-14 05:35:06","756","SOFT DRINKS"
"1157","SUMOS & COMPANHIA ",,NULL,NULL,"0","1","0","2023-12-27 02:15:13","2024-05-14 05:35:06","756","Smoothies, juices & Co"
"1158","ÁGUA ",,NULL,NULL,"0","1","0","2023-12-27 02:15:52","2024-05-14 05:35:06","756","Water"
"1159","CERVEJAS ",,NULL,NULL,"0","1","0","2023-12-27 02:16:17","2024-05-14 05:35:06","756","Beers 🍺"
"1160","GIN ",,NULL,"public/86947381692/subcategory/2023_12_28_4_8-IMG8661.jpeg","0","1","0","2023-12-27 02:16:35","2024-05-14 05:35:06","756","Gin"
"1161","RHUM ",,NULL,"public/86947381692/subcategory/2023_12_28_4_2-IMG8662.jpeg","0","1","0","2023-12-27 02:16:54","2024-05-14 05:35:06","756","Rhum"
"1162","LICORES ",,NULL,"public/86947381692/subcategory/2023_12_28_4_3-IMG8668.jpeg","0","1","0","2023-12-27 02:17:23","2024-05-14 05:35:06","756","Liquor"
"1163","VODKA ",,NULL,NULL,"0","0","0","2023-12-27 02:17:44","2024-05-14 05:35:06","756","Vodka"
"1164","CERVEJAS ",,NULL,NULL,"0","1","1","2023-12-27 02:22:25","2024-05-14 05:35:06","756",NULL
"1165","WHISKEY ",,NULL,"public/86947381692/subcategory/2023_12_28_4_3-IMG8658.jpeg","0","1","0","2023-12-27 02:23:27","2024-05-14 05:35:06","756","Whiskey"
"1166","APERITIVO/APERITIF ",,NULL,NULL,"0","1","0","2023-12-27 02:25:40","2024-05-14 05:35:06","756","Aperitif"
"1167","VINHOS LICOROSOS ",,NULL,"public/86947381692/subcategory/2023_12_28_4_6-IMG8664.jpeg","0","1","0","2023-12-27 02:26:43","2024-05-14 05:35:06","756","Liqueur wines"
"1168","SANGRIA",,NULL,NULL,"0","1","0","2023-12-27 03:34:21","2024-05-14 05:35:06","756","Sangria"
"1169","Brandys & cognacs",,NULL,NULL,"0","1","0","2023-12-27 07:50:28","2024-05-14 05:35:06","756","Brandys & cognacs"
"1170","Pizzas 🍕 ",,NULL,NULL,"0","1","0","2023-12-27 06:54:43","2024-05-14 05:35:06","757","Pizza 🍕"
"1171","Pode adicionar Ingredientes extra ",,NULL,NULL,"0","1","0","2023-12-27 07:25:11","2024-05-14 05:35:06","757","Extra item"
"1172","Vinho a copo ",,NULL,NULL,"0","1","0","2023-12-27 03:35:54","2024-05-14 05:35:06","758","1 glass of wine"
"1173","Sangria ",,NULL,NULL,"0","1","0","2023-12-27 03:36:15","2024-05-14 05:35:07","758","Sangria"
"1174","Vinho branco ",,NULL,NULL,"0","1","0","2023-12-27 03:36:40","2024-05-14 05:35:07","758","White wine"
"1175","Vinho tinto ",,NULL,NULL,"0","1","0","2023-12-27 03:36:52","2024-05-14 05:35:07","758","Red wine"
"1176","Vinho rosé",,NULL,NULL,"0","1","0","2023-12-27 03:37:09","2024-05-14 05:35:07","758","Rose wine"
"1177","Vinho verde ",,NULL,NULL,"0","1","0","2023-12-27 03:37:38","2024-05-14 05:35:07","758","Green wine"
"1178","🍾 Espumantes , champagne , Prosecco  🍾 ",,NULL,NULL,"0","1","0","2023-12-27 03:39:50","2024-05-14 05:35:07","758","Champagne 🍾, Prosecco , sparkling wine"
"1179","SOBREMESAS",,NULL,"public/03365223660/subcategory/2024_5_15_18_47-RITASOBMBN.jpg","5","1","1","2024-05-15 18:47:46","2024-05-16 13:54:42","52",NULL
"1180","Bebidas sem álcool",,NULL,NULL,"0","1","0","2024-05-22 15:11:33","2024-05-22 15:11:33","768",NULL
"1181","Bebidas com álcool",,NULL,NULL,"0","1","0","2024-05-22 15:11:40","2024-05-22 15:11:40","768",NULL
"1182","BRANCOS",,NULL,NULL,"0","1","0","2024-05-22 20:15:52","2024-05-22 20:15:52","707",NULL
"1183","ROSES ",,NULL,NULL,"0","1","0","2024-05-22 20:16:15","2024-05-22 20:16:15","707",NULL
"1184","VERDES",,NULL,NULL,"0","1","0","2024-05-22 20:16:25","2024-05-22 20:16:25","707",NULL
"1185","ESPUMANTES",,NULL,NULL,"0","1","1","2024-05-22 20:16:34","2024-07-02 13:43:43","707",NULL
"1186","Spaghetti",,NULL,NULL,"0","1","1","2024-05-23 14:15:59","2024-05-23 14:16:44","776",NULL
"1187","Os nossos Gins (inclui água tónica)",,NULL,NULL,"0","1","0","2024-05-24 08:04:28","2024-05-24 08:06:32","785",NULL
"1188","Gins (inclui água tónica, 6cl)",,NULL,NULL,"0","1","0","2024-05-24 08:06:51","2024-05-24 08:37:35","785",NULL
